ARAC_SID,toplam_denetim,olumsuz_denetim,olumlu_denetim,ilk_denetim_tar,son_denetim_tar,OLUMSUZ_ORAN
3890,1204,260,944,2024-01-01,2025-12-31,0.216
3891,1828,85,1743,2024-01-04,2025-12-30,0.046
3892,1019,174,845,2024-01-01,2025-12-31,0.171
3893,2332,125,2207,2024-01-01,2025-12-31,0.054
3894,1829,125,1704,2024-01-02,2025-12-31,0.068
3895,846,271,575,2024-01-07,2025-12-31,0.32
3896,2253,338,1915,2024-01-02,2025-12-31,0.15
3897,2062,329,1733,2024-01-26,2025-12-31,0.16
3898,1346,192,1154,2024-01-01,2025-12-31,0.143
3899,1446,179,1267,2024-01-03,2025-12-31,0.124
3900,1645,168,1477,2024-01-04,2025-12-31,0.102
3901,1093,227,866,2024-01-03,2025-12-31,0.208
3902,1318,472,846,2024-01-05,2025-12-31,0.358
3903,2142,688,1454,2024-01-01,2025-12-29,0.321
3904,2322,615,1707,2024-01-07,2025-12-31,0.265
3905,1574,129,1445,2024-01-02,2025-12-31,0.082
3906,2098,520,1578,2024-01-01,2025-12-31,0.248
3907,1761,232,1529,2024-01-01,2025-12-31,0.132
3908,1052,138,914,2024-01-01,2025-12-30,0.131
3909,1794,153,1641,2024-01-01,2025-12-31,0.085
3910,1528,153,1375,2024-01-01,2025-12-31,0.1
3911,1782,185,1597,2024-01-01,2025-12-31,0.104
3912,2352,267,2085,2024-01-01,2025-12-31,0.114
3913,2330,37,2293,2024-01-01,2025-12-31,0.016
3914,1453,118,1335,2024-01-02,2025-12-30,0.081
3915,1266,129,1137,2024-01-03,2025-12-31,0.102
3916,2773,402,2371,2024-01-01,2025-12-31,0.145
3917,1069,205,864,2024-01-02,2025-12-31,0.192
3918,1134,348,786,2024-01-07,2025-12-31,0.307
3919,1472,232,1240,2024-01-06,2025-12-31,0.158
3920,1732,821,911,2024-01-04,2025-12-29,0.474
3921,1574,519,1055,2024-01-01,2025-12-29,0.33
3922,1129,169,960,2024-01-03,2025-12-31,0.15
3923,1815,247,1568,2024-01-01,2025-12-31,0.136
3924,1408,229,1179,2024-01-01,2025-12-30,0.163
3925,2219,266,1953,2024-01-01,2025-12-31,0.12
3926,1525,87,1438,2024-01-31,2025-12-31,0.057
3927,1161,200,961,2024-01-02,2025-12-31,0.172
3928,2416,378,2038,2024-01-01,2025-12-31,0.156
3929,2383,256,2127,2024-01-23,2025-12-31,0.107
3930,2263,251,2012,2024-01-02,2025-12-31,0.111
3931,1142,125,1017,2024-01-01,2025-12-31,0.109
3932,1501,145,1356,2024-01-02,2025-12-29,0.097
3933,2378,289,2089,2024-01-01,2025-12-31,0.122
3934,1477,78,1399,2024-01-03,2025-12-30,0.053
3935,1559,433,1126,2024-01-01,2025-12-31,0.278
3936,1906,496,1410,2024-01-01,2025-12-30,0.26
3937,2462,142,2320,2024-01-01,2025-12-31,0.058
3938,1485,133,1352,2024-01-02,2025-12-31,0.09
3939,1304,110,1194,2024-01-02,2025-12-31,0.084
3940,1514,269,1245,2024-01-01,2025-12-31,0.178
3941,1340,202,1138,2024-01-01,2025-12-30,0.151
3942,1528,164,1364,2024-01-04,2025-12-31,0.107
3943,1868,466,1402,2024-01-05,2025-12-31,0.249
3944,792,178,614,2024-01-06,2025-12-31,0.225
3945,1518,491,1027,2024-01-01,2025-12-29,0.323
3946,1383,570,813,2024-01-01,2025-12-18,0.412
3948,949,349,600,2024-01-06,2025-12-30,0.368
3949,380,260,120,2024-01-30,2025-12-28,0.684
3950,1795,242,1553,2024-01-01,2025-12-31,0.135
3951,966,176,790,2024-01-01,2025-12-31,0.182
3952,743,147,596,2024-01-12,2025-12-07,0.198
3953,975,235,740,2024-01-01,2025-12-31,0.241
3954,1594,224,1370,2024-01-01,2025-12-31,0.141
3955,2146,328,1818,2024-01-09,2025-12-31,0.153
3956,1643,228,1415,2024-01-10,2025-12-31,0.139
3957,2326,167,2159,2024-01-02,2025-12-31,0.072
3958,1219,144,1075,2024-01-07,2025-12-31,0.118
3959,1370,114,1256,2024-01-01,2025-12-31,0.083
3960,1449,109,1340,2024-01-08,2025-12-31,0.075
3961,1277,126,1151,2024-01-08,2025-12-31,0.099
3962,1470,426,1044,2024-01-01,2025-12-29,0.29
3963,1541,491,1050,2024-01-01,2025-12-30,0.319
3964,1643,155,1488,2024-01-11,2025-12-31,0.094
3965,2306,93,2213,2024-01-01,2025-12-31,0.04
3966,1572,153,1419,2024-01-10,2025-12-31,0.097
3967,1990,246,1744,2024-01-01,2025-12-31,0.124
3968,2334,518,1816,2024-01-01,2025-12-31,0.222
3969,1473,260,1213,2024-01-04,2025-12-30,0.177
3970,1431,158,1273,2024-01-01,2025-12-31,0.11
3971,1638,281,1357,2024-01-08,2025-12-31,0.172
3972,2302,165,2137,2024-01-01,2025-12-31,0.072
3973,2198,125,2073,2024-01-02,2025-12-31,0.057
3974,1262,561,701,2024-01-01,2025-12-30,0.445
3975,1963,556,1407,2024-01-01,2025-12-30,0.283
3976,1129,142,987,2024-01-07,2025-12-26,0.126
3977,1798,228,1570,2024-01-02,2025-12-31,0.127
3978,1709,187,1522,2024-01-02,2025-12-31,0.109
3979,1455,97,1358,2024-01-01,2025-12-31,0.067
3980,1015,162,853,2024-01-01,2025-12-30,0.16
3981,1454,147,1307,2024-01-02,2025-12-31,0.101
3982,1648,116,1532,2024-01-01,2025-12-30,0.07
3983,1609,637,972,2024-01-01,2025-12-31,0.396
3984,1410,439,971,2024-01-01,2025-12-30,0.311
3985,1696,725,971,2024-01-02,2025-12-31,0.427
3986,1504,678,826,2024-01-01,2025-12-31,0.451
3987,1968,476,1492,2024-01-01,2025-12-31,0.242
3988,1292,179,1113,2024-01-22,2025-12-31,0.139
3989,1504,225,1279,2024-01-01,2025-12-31,0.15
3990,1768,76,1692,2024-02-05,2025-12-31,0.043
3991,2528,97,2431,2024-01-02,2025-12-30,0.038
3992,1567,197,1370,2024-01-03,2025-12-31,0.126
3993,1272,225,1047,2024-01-02,2025-12-31,0.177
3994,1238,300,938,2024-01-05,2025-12-31,0.242
3995,1078,174,904,2024-03-04,2025-12-31,0.161
3997,1168,226,942,2024-01-01,2025-12-30,0.193
3998,1116,208,908,2024-01-02,2025-12-31,0.186
3999,1426,329,1097,2024-01-05,2025-12-30,0.231
4000,1507,184,1323,2024-01-05,2025-12-29,0.122
4001,1354,215,1139,2024-01-10,2025-12-31,0.159
4002,1417,174,1243,2024-01-01,2025-12-31,0.123
4003,2296,92,2204,2024-01-02,2025-12-31,0.04
4004,1825,934,891,2024-01-01,2025-12-30,0.512
4005,2466,679,1787,2024-01-01,2025-12-31,0.275
4006,1608,163,1445,2024-01-09,2025-12-31,0.101
4007,1164,212,952,2024-01-02,2025-12-31,0.182
4008,834,217,617,2024-01-02,2025-12-31,0.26
4009,1581,83,1498,2024-01-01,2025-12-31,0.052
4010,1967,505,1462,2024-01-01,2025-12-31,0.257
4011,1367,159,1208,2024-01-04,2025-12-31,0.116
4012,2504,189,2315,2024-01-08,2025-12-30,0.075
4013,1186,274,912,2024-01-01,2025-12-31,0.231
4014,1481,289,1192,2024-01-08,2025-12-31,0.195
4015,1321,214,1107,2024-01-01,2025-12-29,0.162
4016,1352,264,1088,2024-01-01,2025-12-31,0.195
4017,1506,177,1329,2024-01-04,2025-12-29,0.118
4018,1425,25,1400,2024-01-10,2025-12-31,0.018
4019,1822,270,1552,2024-01-02,2025-12-31,0.148
4021,901,370,531,2024-01-02,2025-12-28,0.411
4022,1302,314,988,2024-01-06,2025-12-29,0.241
4023,1178,168,1010,2024-01-08,2025-12-31,0.143
4024,1654,430,1224,2024-01-01,2025-12-28,0.26
4025,1444,155,1289,2024-01-30,2025-12-31,0.107
4026,2303,201,2102,2024-01-01,2025-12-31,0.087
4027,2192,641,1551,2024-01-01,2025-12-31,0.292
4028,1098,185,913,2024-01-01,2025-12-31,0.168
4029,1603,116,1487,2024-01-07,2025-12-30,0.072
4030,1526,154,1372,2024-01-01,2025-12-31,0.101
4031,1255,131,1124,2024-01-02,2025-12-31,0.104
4032,2393,178,2215,2024-01-01,2025-12-31,0.074
4033,2389,221,2168,2024-01-01,2025-12-31,0.093
4034,1102,247,855,2024-01-02,2025-12-31,0.224
4035,2076,195,1881,2024-01-01,2025-12-31,0.094
4036,1298,167,1131,2024-01-01,2025-12-31,0.129
4037,1631,373,1258,2024-01-01,2025-12-30,0.229
4038,2562,583,1979,2024-01-01,2025-12-31,0.228
4039,930,110,820,2024-01-05,2025-12-31,0.118
4040,1417,291,1126,2024-01-01,2025-12-31,0.205
4041,1463,278,1185,2024-01-04,2025-12-31,0.19
4042,1545,185,1360,2024-01-03,2025-12-31,0.12
4043,1135,332,803,2024-01-16,2025-12-31,0.293
4044,1488,83,1405,2024-01-03,2025-12-31,0.056
4045,1570,152,1418,2024-02-05,2025-12-31,0.097
4046,1558,369,1189,2024-01-01,2025-12-26,0.237
4047,1448,162,1286,2024-01-24,2025-12-31,0.112
4048,1078,174,904,2024-01-01,2025-12-31,0.161
4052,7,0,7,2025-09-07,2025-10-26,0.0
4053,1465,194,1271,2024-01-12,2025-12-31,0.132
4054,1994,272,1722,2024-01-01,2025-12-31,0.136
4055,1606,233,1373,2024-01-02,2025-12-30,0.145
4056,1546,198,1348,2024-01-05,2025-12-31,0.128
4057,1578,154,1424,2024-01-01,2025-12-31,0.098
4058,1517,375,1142,2024-01-08,2025-12-31,0.247
4059,1206,210,996,2024-01-07,2025-12-31,0.174
4060,2251,96,2155,2024-01-03,2025-12-31,0.043
4061,2235,351,1884,2024-01-01,2025-12-31,0.157
4062,582,127,455,2024-01-23,2025-12-30,0.218
4063,1509,142,1367,2024-01-04,2025-12-31,0.094
4064,1384,158,1226,2024-01-01,2025-12-31,0.114
4065,2405,238,2167,2024-01-03,2025-12-31,0.099
4067,1002,94,908,2024-01-03,2025-12-27,0.094
4068,971,165,806,2024-01-01,2025-12-27,0.17
4069,913,171,742,2024-01-03,2025-12-31,0.187
4070,704,81,623,2024-01-21,2025-12-31,0.115
4071,840,144,696,2024-01-01,2025-12-31,0.171
4072,673,65,608,2024-01-01,2025-12-31,0.097
4073,819,184,635,2024-01-01,2025-12-31,0.225
4074,928,102,826,2024-01-09,2025-12-30,0.11
4075,797,162,635,2024-01-03,2025-12-24,0.203
4076,702,110,592,2024-01-13,2025-12-30,0.157
4077,727,87,640,2024-01-14,2025-12-29,0.12
4078,765,147,618,2024-01-06,2025-12-31,0.192
4079,1041,160,881,2024-01-01,2025-12-30,0.154
4080,904,146,758,2024-01-28,2025-12-31,0.162
4081,896,65,831,2024-01-25,2025-12-29,0.073
4082,788,129,659,2024-01-18,2025-12-31,0.164
4083,1101,388,713,2024-01-13,2025-12-30,0.352
4086,487,148,339,2024-01-18,2025-12-18,0.304
4087,716,177,539,2024-02-04,2025-12-31,0.247
4088,909,80,829,2024-01-02,2025-12-31,0.088
4089,980,382,598,2024-01-05,2025-12-29,0.39
4090,1114,266,848,2024-01-01,2025-12-31,0.239
4091,901,333,568,2024-08-27,2025-12-31,0.37
4092,896,319,577,2024-01-06,2025-12-31,0.356
4093,1013,148,865,2024-01-02,2025-12-30,0.146
4094,817,323,494,2024-01-02,2025-12-31,0.395
4095,1136,352,784,2024-01-13,2025-12-22,0.31
4096,1007,185,822,2024-01-03,2025-12-31,0.184
4097,1007,397,610,2024-01-01,2025-12-31,0.394
4098,1097,374,723,2024-01-01,2025-12-29,0.341
4099,803,136,667,2024-01-01,2025-12-29,0.169
4100,1636,751,885,2024-01-01,2025-12-29,0.459
4101,1459,333,1126,2024-01-01,2025-12-31,0.228
4102,1596,580,1016,2024-01-01,2025-12-31,0.363
4103,1551,154,1397,2024-01-06,2025-12-31,0.099
4104,2479,143,2336,2024-01-09,2025-12-31,0.058
4105,1338,323,1015,2024-01-01,2025-12-31,0.241
4106,2092,283,1809,2024-01-01,2025-12-31,0.135
4107,1658,72,1586,2024-01-04,2025-12-31,0.043
4108,2001,235,1766,2024-01-01,2025-12-30,0.117
4109,1232,198,1034,2024-01-01,2025-12-31,0.161
4110,1392,162,1230,2024-01-03,2025-12-31,0.116
4111,1424,82,1342,2024-01-01,2025-12-30,0.058
4112,1655,264,1391,2024-01-08,2025-12-31,0.16
4113,1506,137,1369,2024-01-04,2025-12-31,0.091
4114,1541,553,988,2024-01-01,2025-12-31,0.359
4115,1484,375,1109,2024-01-01,2025-12-31,0.253
4116,1696,790,906,2024-01-01,2025-12-31,0.466
4117,1807,959,848,2024-01-08,2025-12-31,0.531
4118,1321,83,1238,2024-01-04,2025-12-29,0.063
4119,1623,129,1494,2024-01-01,2025-12-31,0.079
4120,705,251,454,2024-01-18,2025-12-31,0.356
4121,1459,83,1376,2024-02-04,2025-12-31,0.057
4122,2490,591,1899,2024-01-01,2025-12-31,0.237
4123,642,118,524,2024-01-11,2025-12-31,0.184
4124,238,63,175,2024-01-20,2025-12-25,0.265
4125,2070,552,1518,2024-01-04,2025-12-31,0.267
4126,1608,473,1135,2024-01-01,2025-12-31,0.294
4127,1003,404,599,2024-01-02,2025-12-31,0.403
4128,1841,593,1248,2024-01-01,2025-12-31,0.322
4129,2238,109,2129,2024-01-01,2025-12-31,0.049
4130,1595,468,1127,2024-01-03,2025-12-31,0.293
4131,1178,244,934,2024-01-01,2025-12-31,0.207
4132,2733,430,2303,2024-01-01,2025-12-31,0.157
4133,1246,108,1138,2024-01-04,2025-12-31,0.087
4134,1754,311,1443,2024-01-02,2025-12-31,0.177
4135,1608,259,1349,2024-01-01,2025-12-31,0.161
4136,1588,648,940,2024-01-02,2025-12-31,0.408
4137,1294,316,978,2024-01-01,2025-12-31,0.244
4138,1171,239,932,2024-01-05,2025-12-31,0.204
4139,1573,699,874,2024-01-02,2025-12-31,0.444
4140,1301,58,1243,2024-01-01,2025-12-31,0.045
4141,1386,128,1258,2024-01-03,2025-12-31,0.092
4142,1394,243,1151,2024-01-01,2025-12-31,0.174
4143,1433,147,1286,2024-01-02,2025-12-31,0.103
4144,1379,189,1190,2024-01-01,2025-12-31,0.137
4145,1991,447,1544,2024-01-01,2025-12-31,0.225
4146,385,48,337,2024-01-15,2025-12-29,0.125
4147,1590,270,1320,2024-01-03,2025-12-31,0.17
4148,1683,560,1123,2024-01-07,2025-12-31,0.333
4149,1448,147,1301,2024-01-02,2025-12-31,0.102
4150,1889,198,1691,2024-01-01,2025-12-31,0.105
4151,1878,212,1666,2024-01-01,2025-12-31,0.113
4152,2413,203,2210,2024-01-01,2025-12-31,0.084
4153,2392,243,2149,2024-01-02,2025-12-31,0.102
4154,1222,171,1051,2024-01-04,2025-12-31,0.14
4155,2388,171,2217,2024-01-01,2025-12-30,0.072
4156,2328,239,2089,2024-01-02,2025-12-31,0.103
4157,1004,203,801,2024-01-07,2025-12-31,0.202
4158,1363,262,1101,2024-01-11,2025-12-31,0.192
4159,1471,299,1172,2024-01-02,2025-12-31,0.203
4160,242,39,203,2024-02-14,2025-12-30,0.161
4161,1528,205,1323,2024-01-01,2025-12-31,0.134
4162,1772,258,1514,2024-01-01,2025-12-31,0.146
4163,1273,97,1176,2024-01-03,2025-12-31,0.076
4164,2548,345,2203,2024-01-01,2025-12-31,0.135
4165,1510,211,1299,2024-01-01,2025-12-31,0.14
4166,1574,267,1307,2024-01-02,2025-12-31,0.17
4167,1619,152,1467,2024-01-03,2025-12-31,0.094
4168,1859,440,1419,2024-01-01,2025-12-31,0.237
4169,1275,238,1037,2024-01-06,2025-12-25,0.187
4170,1337,112,1225,2024-01-01,2025-12-31,0.084
4171,1221,254,967,2024-01-04,2025-12-28,0.208
4172,1426,301,1125,2024-01-01,2025-12-25,0.211
4173,2544,246,2298,2024-01-01,2025-12-31,0.097
4174,1392,172,1220,2024-01-05,2025-12-31,0.124
4175,1057,230,827,2024-01-02,2025-12-31,0.218
4176,1541,246,1295,2024-01-01,2025-12-31,0.16
4177,1613,199,1414,2024-01-02,2025-12-30,0.123
4178,1957,234,1723,2024-01-01,2025-12-29,0.12
4179,1759,186,1573,2024-01-02,2025-12-30,0.106
4180,1392,247,1145,2024-01-02,2025-12-31,0.177
4181,1978,429,1549,2024-01-01,2025-12-31,0.217
4182,1655,374,1281,2024-01-01,2025-12-30,0.226
4183,1515,62,1453,2024-02-01,2025-12-31,0.041
4184,1155,158,997,2024-01-01,2025-12-31,0.137
4185,302,102,200,2024-01-02,2024-09-24,0.338
4186,2274,636,1638,2024-01-01,2025-12-31,0.28
4187,1273,72,1201,2024-01-01,2025-12-31,0.057
4188,1878,133,1745,2024-01-01,2025-12-31,0.071
4189,2493,121,2372,2024-01-01,2025-12-31,0.049
4190,1163,210,953,2024-01-01,2025-12-28,0.181
4191,1420,150,1270,2024-01-03,2025-12-31,0.106
4192,2257,257,2000,2024-01-01,2025-12-31,0.114
4193,2544,529,2015,2024-01-01,2025-12-31,0.208
4194,1033,132,901,2024-01-01,2025-12-31,0.128
4195,1929,370,1559,2024-01-01,2025-12-31,0.192
4196,1242,109,1133,2024-01-01,2025-12-29,0.088
4197,2474,179,2295,2024-01-01,2025-12-31,0.072
4198,1722,116,1606,2024-01-07,2025-12-31,0.067
4199,1507,403,1104,2024-01-02,2025-12-31,0.267
4200,1008,221,787,2024-01-06,2025-12-31,0.219
4201,1324,75,1249,2024-01-08,2025-12-30,0.057
4202,1009,184,825,2024-01-01,2025-12-31,0.182
4203,1765,497,1268,2024-01-03,2025-12-31,0.282
4204,1181,198,983,2024-01-01,2025-12-31,0.168
4205,415,218,197,2024-03-01,2025-12-26,0.525
4206,516,323,193,2024-03-05,2025-12-31,0.626
4207,768,178,590,2024-01-04,2025-12-31,0.232
4208,1090,273,817,2024-01-03,2025-12-31,0.25
4209,1598,238,1360,2024-01-01,2025-12-31,0.149
4210,1320,488,832,2024-01-03,2025-12-31,0.37
4211,235,51,184,2024-01-06,2024-09-09,0.217
4212,1414,431,983,2024-01-02,2025-12-31,0.305
4213,351,153,198,2024-01-18,2025-12-28,0.436
4214,311,155,156,2024-01-03,2025-12-24,0.498
4215,601,415,186,2024-02-17,2025-12-31,0.691
4216,1278,130,1148,2024-01-05,2025-12-31,0.102
4217,483,79,404,2024-01-13,2025-12-26,0.164
4218,307,65,242,2024-02-04,2025-12-27,0.212
4220,552,51,501,2024-02-02,2025-12-11,0.092
4221,521,61,460,2024-01-13,2025-12-17,0.117
4222,185,11,174,2024-01-15,2025-12-31,0.059
4223,480,77,403,2024-01-18,2025-12-31,0.16
4224,541,46,495,2024-01-05,2025-11-23,0.085
4225,475,71,404,2024-03-17,2025-12-18,0.149
4226,373,34,339,2024-01-25,2025-12-31,0.091
4228,1240,200,1040,2024-01-01,2025-12-30,0.161
4229,2346,233,2113,2024-01-01,2025-12-31,0.099
4230,1500,64,1436,2024-01-01,2025-12-29,0.043
4231,2387,235,2152,2024-01-01,2025-12-31,0.098
4232,1073,124,949,2024-01-01,2025-12-31,0.116
4233,1181,286,895,2024-01-01,2025-12-31,0.242
4234,2384,307,2077,2024-01-01,2025-12-31,0.129
4235,1050,155,895,2024-01-09,2025-12-31,0.148
4236,2540,190,2350,2024-01-01,2025-12-31,0.075
4237,1643,205,1438,2024-01-04,2025-12-29,0.125
4238,2323,192,2131,2024-01-04,2025-12-31,0.083
4239,1422,200,1222,2024-01-01,2025-12-31,0.141
4240,1361,107,1254,2024-01-01,2025-12-31,0.079
4241,2535,192,2343,2024-01-01,2025-12-31,0.076
4242,2026,115,1911,2024-01-01,2025-12-31,0.057
4243,1876,570,1306,2024-01-01,2025-12-31,0.304
4244,1962,403,1559,2024-01-01,2025-12-31,0.205
4245,1530,303,1227,2024-01-01,2025-12-31,0.198
4246,1530,386,1144,2024-01-05,2025-12-31,0.252
4247,384,91,293,2024-04-26,2025-12-18,0.237
4248,462,76,386,2024-01-23,2025-12-28,0.165
4249,480,60,420,2024-02-13,2025-12-29,0.125
4250,395,17,378,2024-01-01,2025-10-26,0.043
4251,614,87,527,2024-01-13,2025-12-19,0.142
4252,236,42,194,2024-01-17,2025-12-30,0.178
4253,454,29,425,2024-01-17,2025-12-30,0.064
4254,435,20,415,2024-01-11,2025-09-25,0.046
4255,291,46,245,2024-02-11,2025-12-27,0.158
4256,387,31,356,2024-02-02,2025-12-31,0.08
4257,275,22,253,2024-01-13,2025-12-19,0.08
4258,478,62,416,2024-01-16,2025-12-29,0.13
4259,1920,218,1702,2024-01-02,2025-12-31,0.114
4260,1905,315,1590,2024-01-01,2025-12-31,0.165
4261,1699,146,1553,2024-01-01,2025-12-29,0.086
4262,1660,297,1363,2024-01-01,2025-12-30,0.179
4263,1671,341,1330,2024-01-01,2025-12-31,0.204
4264,1793,669,1124,2024-01-02,2025-12-26,0.373
4265,1434,225,1209,2024-01-03,2025-12-31,0.157
4266,1385,300,1085,2024-01-02,2025-12-30,0.217
4267,1385,259,1126,2024-01-03,2025-12-30,0.187
4268,1469,545,924,2024-01-02,2025-12-31,0.371
4269,1296,574,722,2024-01-01,2025-12-31,0.443
4270,1331,311,1020,2024-01-02,2025-12-31,0.234
4271,960,390,570,2024-01-02,2025-12-30,0.406
4272,777,94,683,2024-01-14,2025-12-31,0.121
4273,1230,263,967,2024-01-02,2025-12-31,0.214
4274,2565,104,2461,2024-01-01,2025-12-31,0.041
4275,1457,107,1350,2024-01-02,2025-12-31,0.073
4276,1520,232,1288,2024-01-20,2025-12-31,0.153
4277,1592,168,1424,2024-01-01,2025-12-27,0.106
4278,1214,116,1098,2024-01-02,2025-12-31,0.096
4279,1612,141,1471,2024-01-02,2025-12-31,0.087
4280,1228,127,1101,2024-01-02,2025-12-31,0.103
4281,1521,485,1036,2024-01-01,2025-12-31,0.319
4282,1896,68,1828,2024-01-01,2025-12-31,0.036
4283,1638,37,1601,2024-01-14,2025-12-30,0.023
4284,1806,129,1677,2024-01-17,2025-12-31,0.071
4285,1889,105,1784,2024-01-04,2025-12-31,0.056
4286,1588,74,1514,2024-01-08,2025-12-31,0.047
4287,1397,30,1367,2024-01-03,2025-12-31,0.021
4288,1927,208,1719,2024-01-01,2025-12-31,0.108
4289,1549,269,1280,2024-01-30,2025-12-30,0.174
4290,766,214,552,2024-01-08,2025-12-30,0.279
4291,1251,150,1101,2024-01-01,2025-12-31,0.12
4292,1341,85,1256,2024-01-04,2025-12-30,0.063
4293,1777,78,1699,2024-01-17,2025-12-31,0.044
4294,2363,188,2175,2024-01-01,2025-12-31,0.08
4295,1431,150,1281,2024-01-01,2025-12-30,0.105
4296,1757,294,1463,2024-01-02,2025-12-30,0.167
4297,1016,270,746,2024-01-03,2025-12-30,0.266
4298,1859,63,1796,2024-01-24,2025-12-31,0.034
4299,1732,124,1608,2024-01-01,2025-12-31,0.072
4300,1888,111,1777,2024-01-09,2025-12-31,0.059
4301,1353,423,930,2024-01-05,2025-12-31,0.313
4302,888,286,602,2024-01-01,2025-12-24,0.322
4303,1251,473,778,2024-01-20,2025-12-24,0.378
4304,1310,564,746,2024-01-01,2025-12-27,0.431
4305,1098,362,736,2024-01-01,2025-12-28,0.33
4306,1020,321,699,2024-01-03,2025-12-30,0.315
4307,1705,1014,691,2024-01-01,2025-12-31,0.595
4308,973,220,753,2024-01-01,2025-12-31,0.226
4309,1641,676,965,2024-01-01,2025-12-27,0.412
4310,1633,129,1504,2024-01-23,2025-12-31,0.079
4311,886,233,653,2024-01-02,2025-12-29,0.263
4312,914,213,701,2024-01-05,2025-11-13,0.233
4313,1004,270,734,2024-01-08,2025-12-31,0.269
4314,1028,223,805,2024-01-01,2025-12-31,0.217
4315,987,256,731,2024-01-01,2025-12-31,0.259
4316,1338,581,757,2024-01-01,2025-12-31,0.434
4318,1218,436,782,2024-01-03,2025-12-30,0.358
4319,1082,154,928,2024-01-02,2025-12-30,0.142
4320,1459,500,959,2024-01-02,2025-12-31,0.343
4321,1015,400,615,2024-01-02,2025-12-31,0.394
4322,729,277,452,2024-01-04,2025-11-19,0.38
4323,996,310,686,2024-01-06,2025-12-15,0.311
4324,899,177,722,2024-01-02,2025-12-31,0.197
4325,882,233,649,2024-01-17,2025-12-30,0.264
4326,789,215,574,2024-01-02,2025-12-30,0.272
4327,799,220,579,2024-01-21,2025-12-30,0.275
4328,919,260,659,2024-01-01,2025-12-30,0.283
4329,916,276,640,2024-01-03,2025-12-31,0.301
4330,1466,518,948,2024-01-02,2025-12-30,0.353
4331,1344,386,958,2024-01-18,2025-12-31,0.287
4332,1264,183,1081,2024-01-01,2025-12-30,0.145
4333,1176,381,795,2024-01-01,2025-12-28,0.324
4334,1201,233,968,2024-01-02,2025-12-31,0.194
4335,1175,258,917,2024-01-01,2025-12-31,0.22
4336,1218,243,975,2024-01-03,2025-12-30,0.2
4337,1264,260,1004,2024-01-01,2025-12-31,0.206
4338,1119,406,713,2024-01-01,2025-12-31,0.363
4339,1451,635,816,2024-01-05,2025-12-31,0.438
4340,1206,491,715,2024-01-01,2025-12-31,0.407
4341,1124,375,749,2024-01-01,2025-12-31,0.334
4342,1029,380,649,2024-01-01,2025-12-31,0.369
4343,1136,238,898,2024-01-03,2025-12-31,0.21
4344,1006,270,736,2024-01-02,2025-12-30,0.268
4345,973,268,705,2024-01-01,2025-12-31,0.275
4346,924,272,652,2024-01-01,2025-12-31,0.294
4347,1686,843,843,2024-01-01,2025-12-31,0.5
4348,902,101,801,2024-01-19,2025-12-30,0.112
4349,854,81,773,2024-02-04,2025-12-31,0.095
4350,797,184,613,2024-01-08,2025-12-31,0.231
4351,699,256,443,2024-01-12,2025-12-31,0.366
4352,801,352,449,2024-01-01,2025-12-28,0.439
4353,699,218,481,2024-01-03,2025-12-29,0.312
4354,920,405,515,2024-01-02,2025-12-31,0.44
4355,875,113,762,2024-01-03,2025-12-30,0.129
4356,723,214,509,2024-01-01,2025-12-30,0.296
4357,1011,502,509,2024-02-01,2025-12-31,0.497
4358,1085,362,723,2024-01-01,2025-12-31,0.334
4359,1244,31,1213,2024-01-24,2025-12-30,0.025
4361,14,0,14,2024-06-09,2025-10-18,0.0
4363,664,194,470,2024-01-02,2025-12-31,0.292
4364,841,237,604,2024-01-02,2025-12-31,0.282
4365,970,122,848,2024-01-01,2025-12-31,0.126
4366,1216,423,793,2024-01-02,2025-12-31,0.348
4367,1142,233,909,2024-01-02,2025-12-31,0.204
4368,1044,301,743,2024-01-01,2025-12-30,0.288
4369,991,163,828,2024-01-02,2025-12-30,0.164
4370,1167,170,997,2024-01-01,2025-12-30,0.146
4371,651,72,579,2024-01-02,2025-12-29,0.111
4372,1001,180,821,2024-01-01,2025-12-31,0.18
4373,1847,867,980,2024-01-02,2025-12-31,0.469
4374,1746,433,1313,2024-01-02,2025-12-31,0.248
4375,1550,433,1117,2024-01-02,2025-12-31,0.279
4376,1800,528,1272,2024-01-02,2025-12-31,0.293
4377,1505,327,1178,2024-01-02,2025-12-31,0.217
4378,1535,552,983,2024-01-01,2025-12-31,0.36
4379,1781,307,1474,2024-01-02,2025-12-31,0.172
4380,1547,202,1345,2024-01-03,2025-12-31,0.131
4381,1760,841,919,2024-01-01,2025-12-31,0.478
4382,2008,670,1338,2024-01-02,2025-12-31,0.334
4383,1936,1032,904,2024-01-01,2025-12-31,0.533
4384,1947,1004,943,2024-01-01,2025-12-31,0.516
4385,1743,323,1420,2024-01-01,2025-12-30,0.185
4386,1758,237,1521,2024-01-02,2025-12-31,0.135
4387,1308,248,1060,2024-01-01,2025-12-30,0.19
4388,1647,430,1217,2024-01-03,2025-12-31,0.261
4389,1645,537,1108,2024-01-01,2025-12-31,0.326
4390,1722,382,1340,2024-01-02,2025-12-31,0.222
4391,1776,266,1510,2024-01-02,2025-12-31,0.15
4392,1966,986,980,2024-01-01,2025-12-30,0.502
4393,997,114,883,2024-01-06,2025-12-31,0.114
4394,1381,131,1250,2024-01-01,2025-12-31,0.095
